entry_num,name_arabic,family_type,death_text,places,roles,texts,word_count,full_arabic_text
621,( فاطمة ) ابنة قاناباي العمري الناصري فرج ، ولدت في ربيع الاول سنة,,اثنتين وتسعين,,virtuous,,228,"$ 621 ( فاطمة ) ابنة قاناباي العمري الناصري فرج ، ولدت في ربيع الاول سنة
احدى عشرة وثمانمائة وخنق أبوها وهي صغيرة فنشأت في كفالة أمها شكرباى
الجاركسية فتاة أبيها الماضية التي تزوجها بعد سيدها قصروه الذي صار نائب
الشام وتزوج هذه تغرى بردى المؤذى رأس نوبة النوب ومات فخلفه عليها جرباش
فاشق واستولدها أولادا تخلف منهم زينب التي تزوجها في حياتهما الظاهر جقمق
واستولدها ولدا لم يكمل سنة وتزوجها بعده الشرف الانصاري . وماتت شابة كما
سلفت ترجمتها ولهذا كان يقال لهذه أم خوند ، وبعد جرباش لم تتزوج وعمرت
بالقرب من درب الكافروي وموقف المكارية داخل باب القنطرة مدرسة لطيفة تقام
فيها الجمعة شرعت فيها في أيام الظاهر جقمق ولكنها لم تكمل الا بعد وعملت
فيها درسا للحنفية وقراءة حديث وتفسير وغير ذلك ووقفت ms4339 بها كتبا وكذا قررت
بقبة البرقوقية حضورا بعد الظهر لخمسة عشر نفسا سوى الشيخ وثلاثة أنفس
لقراءة الكهف يوم الجمعة وقراء كل يوم على قبرها كل ذلك بعد موت ابنتها ،
وحجت مع ابنتها وزوجها في حياة الظاهر جقمق موسميا وكذا تكررت PageV12P098
حجاتها ومجاوراتها التي كان آخرها سنة اثنتين وثمانين ؛ وكانت خيرة تقرأ
ال"
,$ ( المطرية ) داية مكة . هي أم الخير ابنة أحمد بن محمد بن محمد,,,Makkah,,مسلم,217,"$$ ( المطرية ) داية مكة . هي أم الخير ابنة أحمد بن محمد بن محمد
### | [final section]
# أخر ما يسر الله جمعه من أهل القرن التاسع وانتهى نقله من المسودة إلى
هنا في ربيع الآخر سنة ست وتسعين وثمانمائة أحسن الله عاقبتها وختم لنا
بخير . قاله وكتبه محمد بن السخاوي
# هذا لفظ المؤلف بحروفه ومن خطه أمتع الله المسلمين ببقائه نقلته في مدة
آخرها يوم الاثنين رابع ربيع الثاني من سنة تسع وتسعين وثمانمائة أحسن الله
تقضيها في خير بمنزلي من مكة المشرفة . قاله وكتبه المفتقر إلى اللطف أبو
الخير وأبو فارس عبد العزيز بن عمر بن محمد بن فهد الهاشمي المكي الشافعي
لطف الله بهم آمين والحمد لله رب العالمين وصلى الله وسلم على سيدنا ونبينا
محمد خاتم الأنبياء والمرسلين وعلى آله وصحبه أجمعين . 
# ثم بخط المؤلف السخاوي : الحمد لله قرأه ms4422 على كاتبه المستغني بشريف أوصافه عن تكرر
التعريف به وبأسلافه زاده الله تعالى فضلا وأفضالا وأعاذه من المكروه حالا
ومآلا ورحم أصوله وضم شمله بفروعه وبلغه فيهم مأموله وسمعه بقراءة من سلف
الأعلام بذكره بحيث لم يكمل لغيره كان الله له وزان به في الأحوال الآتية
والمستقبلة وانتهى في أوائل"
776,( مغل ) ابنة محمد بن محمد بن عثمان خوند الكبرى ابنة القاضي ناصر,,احدى وسبعين,Egypt,,,214,"$ 776 ( مغل ) ابنة محمد بن محمد بن عثمان خوند الكبرى ابنة القاضي ناصر
الدين ابن البارزى شقيقة الكمال محمد . ولدت في رمضان سنة ثلاث وثمانمائة
عقب انجفالهم من اللنك في مصر العتيقة بدار عبد الرحمن السمسار التي مع
الكمال المحيريق الآن ، وكانت بديعة في الجمال فتزوجها ابن الشهاب محمود
لكنة مات قبل الدخول بها فتزوجها العلم داود بن الكويز بكرا على رغم من
والدها ms4372 لكون المؤيد هو الآمر بذلك ، ثم تزوجها الظاهر جقمق في أوائل الدولة
الأشرفية وكان شاهد العقد القاياتي والشهاب بن هاشم وولدت له خديجة وغيرها
وحظيت عنده جدا ثم انهبطت بعدما تسلطن وفارقها ، واستمرت على رياستها
وجلالتها حتى ماتت بعد أن حجت مرارا آخرها في سنة احدى وسبعين في الركب
الرجبي وتصدقت في الحرمين الشريفين بثلاثة آلاف دينار بل أرسلت في مرض
موتها صحبة الخواجا الشمس بن الزمن ثلثمائة دينار ليفرقها على فقرائهما سوى
ما فعلته من القرب في حجها وأوصت بفعله بعد موتها وكذا زارت بيت المقدس .
كل ذلك مع متين الديانة والرياسة الوافره . ماتت بعد أن أثكلت ابنتها
المشار اليها في يوم الثلاثاء خامس ذي القعدة سنة ست وسبعين وصلى عليها في
سبيل المؤمنى"
795,( نشوان ) وتسمى أيضا سودة لكنه هجر حتى صارت لا تعرف الا بهذا ابنة,,ثمانين وصلى,,"hadith_transmitter,hadith_student,ijaza_recipient",,213,"$ 795 ( نشوان ) وتسمى أيضا سودة لكنه هجر حتى صارت لا تعرف الا بهذا ابنة
الجمال عبد الله بن العلاء علي بن محمد بن علي بن عبد الله بن أبي الفتح
الكناني العسقلاني القاهري الحنبلي أخت أحمد وألف الماضيين . أجاز لها في
استدعاء مؤرخ بذي الحجة سنة ثلاث وتسعين جماعة منهم إبراهيم بن أبي بكر بن
عمر بن السلار الراوي بالاجازة عن الدمياطي ورسلان بن أحمد الذهبي وناصر
الدين محمد بن العز محمد بن داود بن حمزة المقدسي وعبد الرحمن بن أحمد ms4376 بن
المقداد القيسي وسمعت بعد ذلك على أبيها وحدثت لاسيما بأخرة لتفردها
بالتوصل إلى الدمياطي بواسطة واحدة وسمع منها الأكابر حملت عنها أشياء
وكانت قد تعلمت الخط في صغرها ، وتزوجها ابن عمها أمين الدين بن يحيى وحجت
معه بعد العشرين وجاورت ثم PageV12P129 حجت بعد موته مع خوند البارزية وكان
لها مزيد اختصاص بها ولها عندها بل وعند غيرها من الرؤساء وجاهة لما اشتملت
عليه من الدين والدبير والعقل وعلو الهمة والكرم والمحاسن الجمة مع الأصل
بحيث أن قريبها قاضي الحنابلة العز الكناني لم يكن يقوم لمن يدخل عليه بيته
من النساء غيرها وحمد الطلبة محبتها فيهم وصبرها عليهم واستمرت على جلالته"
991,( أم هانئ ) ابنة التقي محمد بن النجم محمد بن أبي الخير محمد بن,mother/kunya,,"Makkah,Madinah,Aleppo,Fez","hadith_student,ijaza_granter,ijaza_recipient",,209,"$ 991 ( أم هانئ ) ابنة التقي محمد بن النجم محمد بن أبي الخير محمد بن
محمد بن عبدالله بن فهد الهاشمية المكية شقيقة النجم بن فهد واخوته وتسمى
زينب ستي بني هاشم . ولدت في غروب يوم الخميس ثامن عشر ذي القعدة سنة سبع
عشرة وثمانمائة بمكة وأحضرت بها في الثانية على الشريف أحمد الفاسي وابن
سلامة مشيخة الفخر وغيرها ومن الجمال المرشدي ms4412 بعضها وجزء ابن الطلاية
والبردة وسمعت من الشمسين ابن الجزري والكناني مفترقين جميع مسند أحمد ومن
عبد الرحمن بن طولوبغا المسلسل والمائة الفراوية وجملة في آخرين من شيوخ
بلدها كالنجم المرجاني والقادمين عليها وبالمدينة من المحلى والشريف أبي
عبد الله الفاسي المكي ، وأجاز لها خلق من أماكن شتى منهم الشهاب المتبولي
والزراتيتي والشمس البرماوي والتاج والعلاء ابنا ابن بردس والنفيس العلوي
والولي العراقي والفوي والزركشي وابنة الشرائحي والبرهان الحلبي ، وتزوجها
الخطيب أبو القسم بن أبي الفضل النويري فولدت له المحب أبا البركات أحمد
الماضي وطلقها فتزوجها القاضي أبو حامد ابن الضياء الحنفي فولدت له غياث
الدين أبا الليث محمدا ، وأجازت لنا ، وكانت مباركة دينة كثيرة التودد
والموافاة "
757,( مريم ) ابنة أحمد بن القاضي شمس الدين محمد بن ابرهيم بن ابرهيم,,اثنتي,"Cairo,Egypt,Damascus,Aleppo","hadith_student,ijaza_recipient,reader","صحيح,مسلم,الحكم",203,"$ 757 ( مريم ) ابنة أحمد بن القاضي شمس الدين محمد بن ابرهيم بن ابرهيم
ابن داود بن حازم أم عيسى الاذرعى ثم المصرى الحنفى أخت محمد الماضي . ولدت
سنة تسع عشرة وسبعمائة بالقاهرة وكان أصلها من أذرعات فسكن جدها حلب ثم
دمشق وولى القضاء بها ثم القاهرة ومات بها سنة اثنتي عشرة وتصدر ابوها
بجامع الحاكم وناب في الحكم ومات ms4369 سنة إحدى وأربعين وسبعمائة ؛ وكلاهما في
الدرر ، وعاشت صاحبة الترجمة إلى ان انفردت برواية حديث السلفى بالسماع
المتصل فهي آخر من حدث عن الواني والد بوسي بالسماع ومن مسموعها على أولهما
صحيح مسلم وعلى ثانيهما في الخلعيات وقد سمع من الدبوسي أبوالعلاء الفرضى
وبين وفاتيهما اعنى مريم وأبا العلاء مائة وبضع سنين ، أكثر عنها شيخنا
وذكرها في معجمه وكذا في انبائه وقال سمعت الكثير من الواني والدبوسي
والقطب الحلبي وناصر الدين بن سمعون وغيرهم ، وأجاز لها التقي بن الصائغ
وغيره من مسندى مصر والحجاز وغيره من الائمة بدمشق ، خرجت لها معجما في
مجلد وقرأت عليها الكثير من مسموعاتها وأشياء كثيرة بالاجازة وعاشت أربعا
وثمانين عاما ، ونعم الشيخة كانت ديانة وصيانة ومحبة في العلم وهي آخر من
حدث عن أكثر "
213,( زاده خوندشاه ) ابنة الأمير أرض بك بن الامير محمد كرشجي بن,,,,,,200,"$ 213 ( زاده خوندشاه ) ابنة الأمير أرض بك بن الامير محمد كرشجي بن
يلدرم بايزيد بن عثمان جق الرومية ثم القاهرية أخت سليمان الماضي قدمت معه
من الروم فأكرمهما الاشرف برسباي وأنزلهما بالدور السلطانية من القلعة مدة
ثم حسن بعض الاروام للالتها الهرب بهما إلى بلادهما وتواطئوا عليه واستعدوا
له وحضر شينى إلى ثغر رشيد مشحون بالزاد والمقاتلة وهم في هيئة تجار ولا
زال اللا لا يرتقب غفلة حتى قربهما من وسط القلعة إلى الثغر المشار اليه
فلما علم السلطان بادر لارسال عسكر من خاصته في اثرهم لتوهمه أنها مكيدة من
مراد بك بن عثمان متملك الروم لكونه أرسل يطلبهما منه غير مرة وهو يمتنع
خوفا على سليمان من قتله فلما وصل العسكر تقاتل مع أولئك فكان الظفر لعسكر
السلطان وعادوا بهما وبمن شاء الله من الاروام فقتل منهم جماعة وقطع أيدي
آخرين واستمرا مقيمين في مكانهما الاول إلى ان قدرت وفاة سليمان في طاعون
سنة احدى وأربعين وتزوج هو بهذه ولم يلبث أن مات فتزوجها الظاهر واستولدها
أولادا ثم طلقها بعد سنة ثلاث وخمسين ونزلت دارها بالجودرية حتى تزوجها
برسباي البجاسي أحد المقدمين ودامت عنده حتى ماتت بعد طول تمرضها في أواخر
رجب سنة"
55,( أنس ) ابنة عبد الكريم بن أحمد بن عبد العزيز بن عبد الكريم بن أبى,,سبع وستين,Bukhara,"hadith_transmitter,ijaza_recipient,reader",صحيح,191,"$ 55 ( أنس ) ابنة عبد الكريم بن أحمد بن عبد العزيز بن عبد الكريم بن أبى
PageV12P010 طالب بن على بن سيدهم أم الكرم ابنة الكريمى اللخمى النستراوى
الأصل القاهرى أخت آمنة الماضية قريبا وزوج شيخنا ويعرف أبوها بابن عبد
العزيز وأمها هي سارة ابنة ناصرالدين ms4233 محمد بن أنس ابنة منكو تمر نائب
السلطنة وصاحب المدرسة والقاعة المتجاورتين بداخل باب القنطرة . ولدت
تقريبا سنة ثمانين وسبعمائة لأن والدها وصفها في وصيته المؤرخة بسنة تسعين
بالعشارية وأسمعها زوجها من شيخة العراقي المسلسل وكذا من الشرف من الكويك
مع ختم صحيح البخارى وأجاز لها أبو هريرة ابن الذهبى وأبو الخير بن العلائى
وخلق ، وحجت صحبة زوجها ثم بمفردها في حياته وجاورت حينئذ وحدثت بحضور
شيخنا وبعده قرأ عليها الفضلاء وكانت تحتفل بذلك وتكرم الجماعة غالبا وخرجت
لها أربعين حديثا عن أربعين شيخا قرأتها عليها بحضوره أيضا وحملت عنها
أشياء ، وكانت رئيسة دينة كريمة راغبة في الخير مجابة الدعاء ويقال إنها
رأت ليلة القدر . ولم تتزوج غير شيخنا . ماتت في ربيع الأول سنة سبع وستين
وصلى عليها بجامع الماردانى ودفنت بتربة سلفها بالقرب من الجامع عند
أولادها . وق"
982,( أم هانئ ) ابنة علي بن أبي البركات محمد بن أبي السعود محمد بن,mother/kunya,,"Makkah,Madinah,Fez",ijaza_recipient,,188,"$ 982 ( أم هانئ ) ابنة علي بن أبي البركات محمد بن أبي السعود محمد بن
حسين بن علي بن أحمد بن عطية بن ظهيرة القرشي المكية شقيقة قاضيها وعالم
الحجاز البرهاني واخوته وهي أكبر إناث أبويها . ولدت سنة ثلاث وعشرين
وثمانمائة بمكة ، وأجاز لها التقي الفاسي وابن سلامة والنور المحلى وغيرهم
وفي ms4410 جملة اخوتها النجم بن حجي والتاج بن بردس وغيرهما ، وتزوجها ابن عمها
أبو الفضل محمد بن أبي المكارم بن أبي البركات في سنة سبع وثلاثين فولدت له
عدة تأخر منهم إلى الآن العفيف عبد الله ثم طلقها فتأيمت مقبلة على العادة
طوافا واعتمارا على قدميها وتنفلا وقياما في الليل مع بر للفقراء وتودد لهم
، وزارت المدينة غير مرة منها في سنة ثمان وثمانين في جماعة من أهلها منهم
ابنها وعياله وتخلفت هي قائلة فيما PageV12P157 قيل إن تربتي هنا فكيف
أسافر ، وأقام معها ولدها وإحدى أختيها فقدرت وفاتها في يوم الأربعاء تاسع
عشر رمضان منها بعد توعكها من نصف شعبان وصلى عليها من الغد بالروضة ثم
دفنت بالبقيع إلى جانب ابن عمها وزوجها ، وكانت منزلتها عند سائر اخوتها
وأهلها سيما القاضي بمكان ونعمت المرأة رحمها الله وإيانا"
232,( زينب ) ابنة أحمد بن محمد بن موسى أم حبيبة ابنة الشهاب الدمشقي,,ثمانمائة وهو,"Makkah,Damascus,Aleppo,Hebron","hadith_transmitter,ijaza_recipient,righteous,virtuous",,187,"$ 232 ( زينب ) ابنة أحمد بن محمد بن موسى أم حبيبة ابنة الشهاب الدمشقي
الشوبكي المكي . ولدت في ليلة الاثنين ثاني عشر جمادى الثانية سنة تسع
وتسعين وسبعمائة بمكة ومات بها أبوها في ربيع الاول سنة ثمانمائة وهو في
إنباء شيخنا ، وأحضرت في الخامسة من جمادى الآخرة سنة أربع وثمانمائة على
ابن صديق سنن ابن ماجه بفوت والاسلاف النبوية للمسيبى وجزء أبى يعلى
الخليلي ومجلسا من أمالى أبي سهل بن زياد القطان وطرق حديث الافك للدير
عاقولي ، وأجاز لها في سنة خمس فما بعدها العراقي والهيثمي والمراغي
والفرسيسي والشهاب الجوهري وأبو PageV12P039 الطيب السحولي وحفيد القطب
الحلبي عبد الكريم بن محمد والمجد اللغوي والشرف بن الكويك وعائشة ابنة ابن
عبد الهادي ، وحدثت بمسموعها وغيره غير مرة وأكثروا عنها بأخرة سيما حين
كنت بمكة وكانت خيرة مباركة صالحة كثيرة العبادة والصدقة والصيام والطواف
والاعتمار وعمرت ممتعة بسمعها وبصرها وفجعت بأولادها فصبرت واحتسبت . وماتت
بمكة وأنا بها في ليلة الاربعاء العشرين من شوال سنة ست وثمانين وصلى عليها
بعد صلاة الصبح عند باب الكعبة ودفنت بالمعلاة وقد جازت الثمانين وختم بها
أصحاب ابن صديق بالح"
58,( باى خاتون ) ابنة على بن محمد بن عبد البر بن يحيى بن على بن تمام,,أربع وستين,"Cairo,Egypt,Damascus","hadith_transmitter,hadith_student,ijaza_recipient,virtuous",,182,"$ 58 ( باى خاتون ) ابنة على بن محمد بن عبد البر بن يحيى بن على بن تمام
بن يوسف PageV12P011 ابن موسى بن تمام بن حامد بن يحيى بن عمر بن عثمان بن
على بن نشوان بن سوار بن سليم أم عبد الرحمن ابنة العلاء أبى الحسن بن
البهاء أبى البقاء الانصارى الخزرجى السبكى الاصل الدمشقية ثم القاهرية
الماضى أبوها . ولدت في حدود سنة خمس وسبعين وسبعمائة ظنا واسمعت على التقى
أبى بكر بن محمد بن عبد الرحمن المزى والكمال بن النحاس والشهاب أحمد بن
عبد الغالب الماكسينى وعائشة ابنة أبى بكر بن قواليح وجماعة ، وأجاز لها
أبو العباس بن العز وناصر الدين بن داود ابن حمزة وآخرون ، وحدثت بالشام
ومصر ، وكان مسكنها في الشام بقرب دار الطعم ثم نقلها الظاهر جقمق إلى
القاهرة لاعتنائه بها وسكنت بحكر المرسينة من قناطر السباع ؛ وكانت خيرة من
بيت علم ورياسة وحشمة محبة في الحديث وأهله لا تمل من الاسماع مع اكرامهم
واحترامهم حملت عنها الكثير ، وماتت في جمادى الثانية سنة أربع وستين بعد
مرض طويل بحيث قيل أنها اختلطت ولم يتحرر لى ذلك رحمها الله وإيانا"
307,( سارة ) ابنة عمر بن عبد العزيز بن محمد بن إبراهيم بن سعد الله بن,,خمس وخمسين,"Egypt,Bukhara","hadith_transmitter,ijaza_recipient,righteous",,180,"$ 307 ( سارة ) ابنة عمر بن عبد العزيز بن محمد بن إبراهيم بن سعد الله بن
جماعة ابن على بن جماعة بن صخر أم محمد ابنة السراج أبي حفص بن العز
الكناني الحموي ثم القاهري الشافعي أخت عبد الله الماضي وتعرف كسلفها بابنة
ابن جماعة ، ولدت تقريبا بعد الستين وأجاز لها جمع من أصحاب الفخر بن
البخارى وغيره كالصلاح ابن أبى عمر وابن الهبل وابن أميلة وابن السوقى
وأحمد بن عبد الكريم البعلي وابن النجم وأبن القارى ومحمد بن الحسن بن قاضي
الزبداني ولم نظفر لها بسماع مع أنها من بيت علم ورياسة ولا أستبعد أن يكون
لها اجازة من جدها ان لم تكن حضرت عنده ، وقد حدثت بالكثير سمع عليها
الأئمة وحملت عنها ما يفوق الوصف وكانت صالحة قليلة ذات اليد ولذلك كنا
نواسيها مع فطنة وذوق ومحبة في الطلبة وصبر على الاسماع وصحة سماع اضرت قبل
موتها بمدة ، وماتت في ليلة الاثنين خامس المحرم سنة خمس وخمسين ودفنت من
الغد بتربة اسلافها بالقرب من تربة الصوفية بعد أن صلى عليها المناوى في
طائفة ونزل أهل مصر بموتها في الرواية درجة رحمها الله وإيانا"
564,( فاطمة ) ابنة خليل بن أحمد بن محمد بن أبي الفتح بن هاشم بن,,ثمان وثلاثين,"Cairo,Nablus",hadith_transmitter,,179,"$ 564 ( فاطمة ) ابنة خليل بن أحمد بن محمد بن أبي الفتح بن هاشم بن
إسماعيل ابن إبراهيم بن نصر الله بن أحمد أم الحسن ابنة الصلاح الكناني
المقدسي العسقلاني القاهري الحنبلي زوج الشهاب غازي الحنبلي وابنة أخى
القاضي ناصر الدين نصر الله . ولدت قبل الخمسين وسبعمائة تقريبا ، وأجاز
لها في سنة أربع وخمسين فيما بعدها الشرف بن قاضي الجبل والصلاح العلائي
والعز أبو عمر بن جماعة والتقي السبكي وابن الخباز والعرضي ومحمد بن
إسماعيل بن الملوك ومحمد بن أزبك الخازندارى والميدومي وابن نباتة ومحمد بن
عبد الله بن أبي البركات بن الأكرم وأحمد بن المظفر النابلسي وأحمد بن محمد
بن أبي الزهر ومحمد بن محمد بن محمد بن ms4330 الحرث ابن مسكين ومحمود المنبجي
وابراهيم بن محمد بن يونس بن القواس وابن القيم والنجم بن الشيرجي والصلاح
بن أبي عمر وخلق ، تفردت بالرواية عن الكثير منهم . وكانت أصيلة خرج لها مع
القبابي شيخنا مشيخة وحدثت ولم يكثروا عنها كسلا ، وذكرها شيخنا في معجمة
باختصار . ماتت في يوم الجمعة مستهل جمادى الأولى سنة ثمان وثلاثين
بالقاهرة ودفنت من الغد رحمها الله"
